Size,TA,C1,C2,Anyone,Total
1092,0.3221555800101123,0.07274469265965308,0.21554143431003467,0.06944606650002243,0.6802834459902443
1093,0.3246849072399709,0.07233018512990384,0.21596124566014624,0.06939285564985767,0.6827678226998615
1094,0.3253752554300081,0.07255863933976797,0.21654249102994072,0.06922378372997627,0.6840929526402033
1095,0.3278752517398243,0.07248975589031033,0.21745781130008254,0.06948505768985341,0.6877175506001731
1096,0.33090181084975484,0.0721957250100968,0.2178060070598076,0.06916028030995221,0.6904970364097608
1097,0.2859193091599445,0.07326905581023312,0.21583491021992812,0.06978708939008356,0.6452225156999702
1098,0.28523366562018054,0.07292618730007235,0.2181841972401162,0.07048581015002128,0.6472396712799309
1099,0.2859406769300403,0.07279274519019964,0.21770971217014448,0.07012539038001706,0.6469730968399381
1100,0.28569117607010414,0.07276125538024644,0.21701761122978497,0.06953834551008185,0.6453990797601
1101,0.28752482388001227,0.07237359450988151,0.21744270138977298,0.0703900772900306,0.6481393157302228
1102,0.28909409234012856,0.07372098481002468,0.21834001766004804,0.07004577136987791,0.6516061856197121
1103,0.2932461044195952,0.07320427005000965,0.2186021553599494,0.07070237190997432,0.6561578748399551
1104,0.29132774982997944,0.07373733127984451,0.21826509177000844,0.07110754515018926,0.654830348739888
1105,0.29440379044994186,0.07382150628011004,0.2183707393300574,0.07019527304000803,0.6571920433398918
1106,0.29486453863984935,0.07362283061007474,0.21984372263988916,0.07008589131997724,0.6588259836099314
1107,0.294220249530008,0.07311668277987338,0.21873422602973733,0.07038320855976053,0.6569043785601025
1108,0.2979492181897513,0.07327802053005143,0.21792912828015687,0.07088351014015642,0.6604442985399873
1109,0.299821697619991,0.07363130966008612,0.21728112379008963,0.07044339966018015,0.6615838869999788
1110,0.30265010516017354,0.07391593277017819,0.22043976889017358,0.0708986504299537,0.6682961105199138
1111,0.30351419780941796,0.07404388202005066,0.220887061359972,0.0712666376397101,0.6701198200401995
1112,0.30203118285018715,0.07439970514984452,0.22039894754969283,0.07026574471994536,0.6674795122996875
1113,0.30512550663959703,0.07362511118029942,0.2197192759200698,0.07060816634962976,0.6694679223400454
1114,0.3064379715097311,0.07429232614973444,0.22074363745967276,0.07042817897025089,0.6723255297199648
1115,0.3067788963296334,0.07394828408985632,0.22123250656964955,0.07141572217988142,0.6737950588401873
1116,0.3073262445499131,0.07496475267027564,0.22209828325001582,0.07141645648014673,0.6762167250897619
1117,0.3087668218296312,0.0748419025399926,0.221417160769779,0.07145467134003411,0.6769139926300705
1118,0.3111483925600623,0.07460487400014244,0.22144830447949063,0.07142268389026868,0.6790515891100222
1119,0.3141135642601148,0.07407541820997722,0.22152408149006078,0.07092602669006737,0.681046742000326
1120,0.3137338411801466,0.07434331084026781,0.22134200714019245,0.07169624704984016,0.6815418617398973
1121,0.31498311536983237,0.07754089680005563,0.2236938830897998,0.07134471458033659,0.6880029280405142
1122,0.3158756311002799,0.07409272263030289,0.2224468924699613,0.071990975380686,0.6848203307099174
1123,0.3170695178203459,0.0743689213298785,0.22274501267951563,0.0712195600198902,0.6858207850001053
1124,0.31809566713993265,0.07604438192967791,0.22245270839011938,0.072370728569731,0.6893927121298475
1125,0.3191900665498542,0.07420926644059364,0.221869554389923,0.07352666519989726,0.6892130949201964
1126,0.3195865919200878,0.07491244157019537,0.22438695695003844,0.07138232228971901,0.6906813463897561
1127,0.3219076855596359,0.07446130683012597,0.2232437809395924,0.07173784374019306,0.6917592051307292
1128,0.3312718660799146,0.07390623299987055,0.220594230810093,0.07116218527007731,0.6973439012093149
1129,0.32189051260997076,0.07650132990929706,0.2237781277801696,0.07206085873956908,0.6946597299302811
1130,0.32654867329962145,0.07429717366001569,0.22243830415965932,0.07315108351031085,0.6968684939102241
1131,0.3240412955798092,0.07456869793997611,0.2270721658896946,0.07516592109983321,0.7012618913605547
1132,0.3293849242807482,0.07551683413948922,0.22689682791016821,0.072250387090171,0.7045038349997048
1133,0.3303235129303357,0.0749463527804619,0.22609639136993792,0.07406154777941992,0.7058446369304147
1134,0.3313957101903361,0.07567407491078484,0.22549891593924257,0.07252415421011392,0.7055142915999749
1135,0.3309439736603963,0.0757607458003622,0.22538323662949553,0.07341549046963337,0.705928051100127
1136,0.33003349451006214,0.0762761824599147,0.22752947137014418,0.07339651139991474,0.7076615462597693
1137,0.3086048573802691,0.07617831916009891,0.22533425535955756,0.07259935627007508,0.6831190591899212
1138,0.3100785674901999,0.0759105770802853,0.22513706860008825,0.0722828470798413,0.6838241399696563
1139,0.3133947245297895,0.07479692598011752,0.22517089861990824,0.07262166633983724,0.6863971677696099
1140,0.31222528973004954,0.07617617658987001,0.22544327564974082,0.07345837258995744,0.6877286522505165
1141,0.3157479187401623,0.07579260868005804,0.2238992058898293,0.07230022623029071,0.6881749520499579
1142,0.31320198802968663,0.07554896273984923,0.22679947571989031,0.07380709549979655,0.689773252049199
1143,0.3172077395203087,0.07554640214038955,0.2253222398001526,0.07297194295999361,0.6915027307894343
1144,0.31847454277958603,0.07532643986021867,0.22648965307016625,0.0726076159002696,0.6933226063698384
1145,0.3155236778298422,0.07789236771954165,0.22801154728003895,0.07258692350973434,0.6944695506403513
1146,0.3223552489395661,0.07563651036034572,0.22516553914014367,0.07264774819959711,0.6962272009102162
1147,0.32531130110983214,0.07542244445990946,0.2240538558598928,0.07227200064990029,0.697518743580149
1148,0.3256907359899924,0.07563834873006271,0.22591507269047725,0.07333296065029572,0.7010160503400402
1149,0.3220571931599261,0.07557639805956569,0.22527988410969557,0.07508051066994086,0.6984430110504763
1150,0.3182847622099507,0.07563075251993723,0.2301065069901233,0.07621611471971847,0.7007008118608065
1151,0.3233355352799845,0.07697294827987207,0.22938891578996845,0.07258503133998602,0.7027204328402149
1152,0.31918493873003173,0.07667527065998002,0.2303890426997532,0.074892973430251,0.7015748499499023
1153,0.3226041408096353,0.07881201421005243,0.22801823961934134,0.07374702871020418,0.7036467183600326
1154,0.3239430463300232,0.07641484797990415,0.2296313785500388,0.07374760727027024,0.7042039568201289
1155,0.3253789017799136,0.07682892971963157,0.23082166708976729,0.0748185743198701,0.7082793406601559
1156,0.3261356624698965,0.07750098124051874,0.23056264577004185,0.07438368008995894,0.7090361319998192
1157,0.325112769379848,0.07776707370947405,0.2302438421502302,0.07435966509990977,0.7079274150301353
1158,0.32767131074971984,0.07823367683013202,0.23125809118959295,0.07510069331998238,0.7126774668495637
1159,0.3281552176195692,0.07740634617963224,0.2312335638096556,0.07477893646006123,0.7119885968099697
1160,0.3310194282001612,0.07717695871018805,0.23143792535025567,0.0739063565001561,0.7139636372901441
1161,0.33171863727970047,0.07763718275993597,0.23133757187039009,0.07435489104049338,0.7154723067997838
1162,0.33216710419015727,0.07753779581966228,0.22986684280993358,0.07399792772950604,0.7139922103303252
1163,0.33236767734022576,0.07855861489930248,0.23141677755993442,0.07500870468960784,0.717786286070259
1164,0.33394451909000056,0.07689022016980744,0.23192841479998605,0.07426512270038074,0.7174492963100784
1165,0.33825156696002523,0.07788582639994274,0.23095429570959822,0.07397053742024581,0.7214785496802506
1166,0.3359549975697155,0.07752555663013481,0.23298064694943604,0.07496563702945423,0.7218520211597206
1167,0.3390934577702865,0.0776402268698439,0.2340840028000821,0.07492015672010893,0.7261623610399692
1168,0.29369134795997526,0.07841260887980753,0.23213903585987283,0.07455161839039647,0.6792353409901989
1169,0.2942962409493339,0.07889795966017119,0.23153347093051707,0.07537103195012605,0.680517915829987
1170,0.29384205608992486,0.08022638508984528,0.23256280530025833,0.07478618917011773,0.6818576533397572
1171,0.2952557516899833,0.07869595442025457,0.23041326700003992,0.07540659592006704,0.6802025947599759
1172,0.2974508467497799,0.07805825041068601,0.2327847250605555,0.07613783503977174,0.6848682192798151
1173,0.29751913675012476,0.07949714182970638,0.23240680262948443,0.07481445669967797,0.6846563689697359
1174,0.30056920791990704,0.07826278466003714,0.2325800005997735,0.07432129468012136,0.6861617163100163
1175,0.30150195407994035,0.07767186245007907,0.23192558032009403,0.07524267705986859,0.6867875629402989
1176,0.3003047444308322,0.07870585968987143,0.23337371686946426,0.07522740226013411,0.6880537265102612
1177,0.28435281605954515,0.0780404182102211,0.23256623304965615,0.074577253690004,0.6699709219100624
1178,0.2849752259503293,0.07804305008001393,0.2338126470799034,0.07506372087991622,0.6723065885999676
1179,0.28878784610002184,0.07856965371014667,0.23171372970951779,0.07499074200975883,0.674466369949514
1180,0.2872852943899488,0.07859205104039574,0.23347246246994474,0.07473994522973954,0.6744943348097149
1181,0.2894543064996105,0.07858969208959024,0.23301676369985216,0.07473018164018867,0.6762170533899916
1182,0.28889778838034547,0.07838633181054319,0.23488887393956248,0.07533032798994099,0.6779179676800413
1183,0.28962820452055893,0.07928989400963474,0.23410940690991994,0.07561769068015564,0.6790603658696637
1184,0.2886867460496433,0.07909006248017249,0.23360683592996792,0.07511295326032269,0.676919289080688
1185,0.2907246151702566,0.07991063034023682,0.23364689816036843,0.07644102428021142,0.6811432576703373
1186,0.2911362511602056,0.08018315479981539,0.2361621976999595,0.07655290076989331,0.6844550263099518
1187,0.29303403556004926,0.08147713674996339,0.23594582547033496,0.07581902438956604,0.6867016544601211
1188,0.29158337355969705,0.07987666371009254,0.23503539861027092,0.07531597740016878,0.6822430005703063
1189,0.2926208162297553,0.07881100862039603,0.23408383982990927,0.07608832333986357,0.6820185409996339
1190,0.2924681678904017,0.08069656827014114,0.2371878750500764,0.07694625065953005,0.6877216678705735
1191,0.2938348370099993,0.08016480943995702,0.2363137862196163,0.07612808537087404,0.686875658019926
1192,0.2937474178404227,0.0808397117102868,0.2378496615799668,0.07580922446046316,0.6886861069004954
1193,0.2943650373403943,0.07948521409045498,0.23650856544998533,0.07859586598016904,0.6893779102497501
1194,0.298145916850408,0.0788406773396855,0.23610902331965916,0.0766114133800147,0.6901366086899361
1195,0.29566359563010336,0.08108147585997358,0.23789876720999018,0.07693019678968994,0.6920004525201512
1196,0.29980004824021306,0.07945859351981198,0.2366130389697355,0.07612890502990922,0.6924244265103334
1197,0.3028695905399945,0.08044050655043974,0.23446178172001964,0.07561797661990567,0.6938571544999286
1198,0.300255014140057,0.07909938045981108,0.23842713279016606,0.0761131136201584,0.6943144238999958
1199,0.30123842330038314,0.08162962806978612,0.23640997656009857,0.07610204689997772,0.6958056939201924
1200,0.297983828840006,0.08082673895005428,0.24198873914014257,0.07578367863949097,0.6969920017195546
1201,0.3032222035599989,0.07849276130997168,0.23582636852064753,0.07656770523972227,0.6945294294306222
1202,0.3072340904902376,0.08019778641020821,0.23561514975976025,0.07600854174983397,0.6994845768198865
1203,0.3040331340802368,0.07990124578966061,0.2355420872596733,0.07833270655995875,0.6982553525197727
1204,0.30545728737961325,0.07944674541002314,0.23556641951981874,0.0773977744793956,0.6982977004494023
1205,0.3018276272095682,0.0794470758294483,0.23611658287969475,0.0812294755601033,0.6990500159201474
1206,0.29939018930039313,0.079334188879875,0.24277368271985325,0.07745361471010255,0.6993738899399614
1207,0.30315019133027815,0.0809477065304236,0.24125612405026914,0.07661429903986573,0.7024100322101003
1208,0.30478546685953917,0.07956360641968786,0.23943982312004664,0.07789354652057227,0.7020960166398436
1209,0.3059476983397326,0.07952658251990215,0.2414479635902535,0.07765447131991095,0.705011308320536
1210,0.306187094089255,0.08074975740011724,0.23946375110026566,0.07712728583966964,0.7040150751897454
1211,0.3051524948896986,0.08105227993008157,0.24050661427019804,0.07859304502009763,0.7057509236504848
1212,0.31038344804976076,0.08067865604010876,0.24268470555049135,0.07825958333007293,0.7124548857101035
1213,0.30907257286948153,0.0806099704402004,0.24216706130027887,0.0771837440699892,0.7095060159199784
1214,0.30727126462967136,0.08080529567043414,0.24186204082012408,0.07871618982026121,0.7091089481000381
1215,0.3105059218097449,0.08153023479972035,0.2407417939701554,0.0784915947799891,0.7117242725404503
1216,0.3111841543203627,0.08076372241033823,0.24104072581023503,0.0781158151699492,0.7115536205394164
1217,0.2972280960199714,0.07997085045943095,0.2388798862398835,0.080596954829889,0.6971249693202844
1218,0.3017143569003383,0.08044423901941627,0.2387007166999683,0.07765685563012084,0.6989766231696558
1219,0.299823106440017,0.08024293966991536,0.23986873305992049,0.07889741209946806,0.6992733617594786
1220,0.29398362852996796,0.08063327292031318,0.24703934660014057,0.07799718920083251,0.7001020696802152
1221,0.2997883759499382,0.08351403042026505,0.24060643672033621,0.07822315083001741,0.7026002108298417
1222,0.3004321241107391,0.08214123285986716,0.24393169904025855,0.07802438488943153,0.704998625730077
1223,0.29557178490962543,0.08102165369025897,0.24495582000970897,0.07964049436035565,0.7016467713597376
1224,0.30220171597036827,0.080793124210104,0.24206444811024994,0.07858495084001334,0.704066716690213
1225,0.300883296829561,0.08128055615983612,0.24554417950952484,0.07792485480000323,0.7060723859901918
1226,0.3038667508598883,0.08219428587042785,0.24298376145059591,0.0786283249699045,0.7081046384599904
1227,0.30308121090019996,0.08091786389988556,0.24334697718040843,0.0784882640093565,0.7062736035703711
1228,0.30423708310023356,0.0813866040398716,0.24609905332981724,0.07903686176010524,0.7112048429800779
1229,0.3075260986103967,0.08039957720982784,0.24273807028032024,0.07837324722015182,0.7094485750596504
1230,0.3044904089601914,0.08209349091019248,0.23810852309972688,0.07785943371025496,0.7029907431397442
1231,0.30590674604034573,0.0800699704697763,0.24141649340002913,0.077979683909507,0.7058029043198621
1232,0.30644628779016786,0.08072276295002666,0.23922708557984151,0.07793639423034619,0.7048033787402528
1233,0.30501699783970254,0.08143274854992341,0.24257022793950456,0.07812986254044517,0.707597720050253
1234,0.3035590289996617,0.08176302021049196,0.2405981039001199,0.07784717194997938,0.704233290079792
1235,0.3057222830495448,0.08071962780995819,0.2430543473396392,0.07812220258987508,0.7080694252901594
1236,0.3056837691702094,0.0819009923197882,0.24237070787006815,0.07835195647021465,0.7087368212397268
1237,0.3073878376401262,0.0821205507394916,0.24306025997975667,0.07801303400046891,0.7110580469900742
1238,0.306392288840143,0.08098371827938536,0.24369255242978397,0.07797393489992828,0.7095176454299508
1239,0.3082535770293907,0.08148710195004241,0.24418115624008352,0.07877741913005593,0.7131779658803862
1240,0.3109413641897845,0.08135047105955891,0.24353793242051325,0.07880420501016488,0.7150978613903135
1241,0.31142007492024276,0.08180162089978694,0.24350145850003174,0.07916094189000432,0.7163362725101615
1242,0.3117599044105009,0.08254213965003146,0.24506390052993082,0.07944614300009561,0.7192667532999621
1243,0.31352276102945326,0.08233569555013673,0.24548466751024534,0.08015545104026386,0.7219862563701462
1244,0.3104762595603097,0.08230448453025019,0.24463466729052016,0.07908874401000503,0.7169553246998112
1245,0.31500078678014687,0.08230523206970247,0.24669224271943677,0.07920452065984136,0.7236715766602719
1246,0.31513337721960855,0.08284384064019833,0.24613102197021364,0.07986916257053962,0.724425091810117
1247,0.3135733136996714,0.08311361035994196,0.24550454032018024,0.07896816731954459,0.721619595400407
1248,0.28694501399972067,0.08351859628986859,0.24423341081987018,0.07943599338985223,0.6945786316996236
1249,0.29686381051047644,0.08122878539026715,0.24201976976990408,0.07836761467966426,0.698910531100264
1250,0.2944158945097297,0.08252870404015994,0.24152749420951294,0.07940438525998615,0.6983009594892792
1251,0.2927346268502879,0.08137860409988207,0.24177812381989497,0.08138029996000114,0.6977014357898588
1252,0.2903550862398697,0.08176939380995464,0.24483172689979255,0.08241197559967986,0.6997959053998783
1253,0.29174730441001884,0.0820172884798376,0.24947487714984162,0.0812988890796987,0.7049618386803922
1254,0.2895761007400142,0.0831299036602286,0.2496635243401397,0.07832830785970145,0.7011294987199653
1255,0.28691413213004124,0.08502541054993344,0.24675604441938048,0.07794820162045653,0.6970718633403885
1256,0.310360214589964,0.08838277058981475,0.25963833435060224,0.08201803993964858,0.7408800468401023
1257,0.28388926725965574,0.08248344297971925,0.24611253784984,0.07896107715998368,0.6918814340301469
1258,0.282392849859898,0.08384921965931426,0.24553974867063516,0.08118747961954796,0.6934146785102349
1259,0.2917787523897277,0.08238699542962422,0.24447549492979306,0.07892167249970954,0.6980023134503426
1260,0.2879269384798681,0.08313240977993701,0.24565867823963344,0.07843862475019706,0.6956080046894931
1261,0.280809732760099,0.08449468070975855,0.2485778096501599,0.08089988054947753,0.6952199355698394
1262,0.28819748540932777,0.08433276853960706,0.25158937053020053,0.0804338226998516,0.7050206171003083
1263,0.2824578748794738,0.08274031630986428,0.25232860295996945,0.08199308447037765,0.6999611731299956
1264,0.2869370620594418,0.08510799283954838,0.2506638499404653,0.08063040492022992,0.7037706843997148
1265,0.28212661898025543,0.08285561170043365,0.2523350064302213,0.08148582468988025,0.6992277117200865
1266,0.28778649683976254,0.08396093483992445,0.2533571632998064,0.08049187533018994,0.7060250075793738
1267,0.2866408028398291,0.08372473504954542,0.25304442585016657,0.08094459309024388,0.7047761489699041
1268,0.28514921694986695,0.08348745990006137,0.25301422500990156,0.07976493696995021,0.7018407893794938
1269,0.2897055097799603,0.08465825874030998,0.25064999270020055,0.08239313951969962,0.7078639986501366
1270,0.2901207694398181,0.08399255094998807,0.2546750792300736,0.0809626549101813,0.7102039315803995
1271,0.2878962713007786,0.08572472188912798,0.25404474903989466,0.08204875869007083,0.7101952108302066
1272,0.29447272920995604,0.08509608838961867,0.2532042147397442,0.08161070251975616,0.7148623038703954
1273,0.2916720623999572,0.08581640808057273,0.25281791861954844,0.08178266229013388,0.7125547196802654
1274,0.29081565074993704,0.085255900659904,0.25418416922955656,0.08262511492997873,0.7133974579198548
1275,0.2941925435997109,0.08619666448976204,0.25605608218022097,0.08270695140956377,0.7196378828998422
1276,0.2926313731999107,0.08530575641016185,0.2558183800603001,0.0816456098103663,0.7158763910305425
1277,0.2935774078404211,0.08521482319032657,0.2540533266904095,0.08194799178978428,0.7152568593100296
1278,0.29139456945980785,0.08563476200026343,0.25416489336967063,0.08185332053995807,0.713513914460491
1279,0.29434973160008665,0.08570605705011985,0.256415746230341,0.08244167933022255,0.7193961468301131
1280,0.29473059437048504,0.08595734387963602,0.25642450338971684,0.0826890006296162,0.7202707399302745
1281,0.29564781606000906,0.08593173806038976,0.2566352594202181,0.08198965183968539,0.7206744047100802
1282,0.2982469853204384,0.08531411410971486,0.2555929113597085,0.0830733248602337,0.7227040932598903
1283,0.2961055182500422,0.08755984327966872,0.25596536587006996,0.08237239044043236,0.7224780023896892
1284,0.2979237252601888,0.08640874987933785,0.2561560126697441,0.08242070259053434,0.7234037323503435
1285,0.2991395539195946,0.08694561773008899,0.25840900290007995,0.08249741187020845,0.7275038666996261
1286,0.2985580548505095,0.08703056606958853,0.2565693757000554,0.08287619566013746,0.7255116002904106
1287,0.29902696533965356,0.08616790761981974,0.2567351373899146,0.08345673948955663,0.7258665208597813
1288,0.3017008144498686,0.08568435549968853,0.25471021099008795,0.08303634812007658,0.7256123006599955
1289,0.3014097306301119,0.0864934730600362,0.25763468657976774,0.08312376407004195,0.7291466987098102
1290,0.3041485595600534,0.08622273607979877,0.2564067925206473,0.08293132205981238,0.7302046722398517
1291,0.30130151982033565,0.08637517257018772,0.25751932087994645,0.08324844660011876,0.7289146932501899
