size,ShareGen1,ShareGen2,Generating Randomness,ProofGen1,ProofGen2,PartialEval,Generation of additive shares,VIP reconstruct,verify,Total Time
512,0.05454415243009862,0.05877741545004028,0.09129390760996102,0.07882452486996044,0.08144202286001018,0.10943931584013626,0.5869637175201023,1.0726499931479338e-06,0.013679833139995025,1.0752787815301417
